unique_id,metric,Naive,SeasonalNaive,AutoETS,AutoARIMA,XGBoost,LightGBM,NBEATS,NHITS,chronos
hotel_0,mae,0.1947089947089947,0.21428571428571427,0.18431418789291926,0.16415175074771807,,,,,
hotel_0,mape,0.34109032172192555,0.3541912145633045,0.29729599973806303,0.28300752470015733,,,,,
hotel_0,rmse,0.25243388153318447,0.26715531035209855,0.22351498912209397,0.20905987966028977,,,,,
hotel_105,mae,0.12003593890386344,0.10530098831985625,0.10214192290978037,0.09839356374131109,,,,,
hotel_105,mape,0.16684634338392626,0.12210771709853839,0.11932141359835341,0.11705827328784531,,,,,
hotel_105,rmse,0.15947546913060318,0.13887026835007862,0.13228982083343696,0.11854048685128268,,,,,
hotel_112,mae,0.14125000000000001,0.11357142857142857,0.10576777422269999,0.09066279331543797,,,,,
hotel_112,mape,0.162639749521374,0.1337519436608162,0.12247717554135953,0.10677083870654863,,,,,
hotel_112,rmse,0.16938537791084565,0.1399158707683197,0.1264743447524021,0.10704325074896467,,,,,
hotel_126,mae,0.03551508252703472,0.046215139442231074,0.061687988900823144,0.0460286510420306,,,,,
hotel_126,mape,0.041660529942726794,0.05313653301037442,0.06609077160206464,0.05116676849091109,,,,,
hotel_126,rmse,0.06472987075914946,0.08818715360888009,0.08015850720948862,0.06672430126737541,,,,,
hotel_133,mae,0.10749414519906324,0.10725995316159251,0.10018135834563967,0.11203127351753565,,,,,
hotel_133,mape,0.13583397063031105,0.13667983913430506,0.12115928958290735,0.1382109815868941,,,,,
hotel_133,rmse,0.14357137079220536,0.14257852817028524,0.12793112119647446,0.14498825977269617,,,,,
hotel_14,mae,0.15026954177897575,0.11859838274932614,0.11228648850223127,0.102772233789657,,,,,
hotel_14,mape,0.24213389511551664,0.18367868999486409,0.17472352649321876,0.1641826081164584,,,,,
hotel_14,rmse,0.19023282228486424,0.15746523685816094,0.14163080617295787,0.13150304767557444,,,,,
hotel_21,mae,0.02999338624338623,0.0462632275132275,0.03168280298302324,0.04086828314949596,,,,,
hotel_21,mape,0.03350900159664464,0.04870432115496732,0.034736799592919414,0.04384484778548244,,,,,
hotel_21,rmse,0.052659584075669785,0.07738250688078166,0.049826664463977266,0.05452346365679696,,,,,
hotel_28,mae,0.00880952380952381,0.00880952380952381,0.017970257922602335,0.009568704326580928,,,,,
hotel_28,mape,1.0,1.0,0.7193830838299572,1.0100624501592608,,,,,
hotel_28,rmse,0.0633709161672215,0.0633709161672215,0.06499245297583958,0.06339241907750787,,,,,
hotel_35,mae,0.1664760044642857,0.16823381696428572,0.14736497033170434,0.1850359194924023,,,,,
hotel_35,mape,0.22117279318021604,0.23742467823317703,0.19894538938504444,0.24234280982295633,,,,,
hotel_35,rmse,0.19908610397120535,0.19810813113409184,0.17756959898787888,0.23749096396698666,,,,,
hotel_42,mae,0.2825621746674378,0.29170040485829957,0.2709041382417695,0.22107102566900952,,,,,
hotel_42,mape,0.4805921362094949,0.5240136821985306,0.44290627767127017,0.41952364629015215,,,,,
hotel_42,rmse,0.345949158007164,0.35687436490491214,0.3236070793386511,0.25677455986185943,,,,,
hotel_49,mae,0.09831565814098567,0.09320024953212727,0.07828940220367667,0.07983929005170008,,,,,
hotel_49,mape,0.14645699014009392,0.136132572972165,0.11344632101313772,0.11923679998426626,,,,,
hotel_49,rmse,0.12261114721973759,0.1193483757444651,0.09665467534847777,0.10294081433352015,,,,,
hotel_56,mae,0.060892857142857144,0.06244047619047619,0.06493355105470357,0.06565301706574105,,,,,
hotel_56,mape,0.07282582397244967,0.07173466463619838,0.07301679970631895,0.07472729704951211,,,,,
hotel_56,rmse,0.09565718801557789,0.10659083986373849,0.08776202043787588,0.08283970133565677,,,,,
hotel_63,mae,0.1737142857142857,0.17936507936507937,0.14186446619271958,0.152662493954949,,,,,
hotel_63,mape,0.3029948525555046,0.26866369407690144,0.21643517612442528,0.2416949956726435,,,,,
hotel_63,rmse,0.22589910500871618,0.22681227815929525,0.1722176258381782,0.1818451519039276,,,,,
hotel_7,mae,0.18206142391810143,0.14199627733829687,0.13728291703320739,0.12256775441986709,,,,,
hotel_7,mape,0.5059417706363588,0.3458506950949234,0.34681024284118755,0.2988829161629846,,,,,
hotel_7,rmse,0.23415892820300843,0.17945245516275857,0.16626573153156435,0.1434171199820644,,,,,
hotel_70,mae,0.06466165413533835,0.10983709273182958,0.09423327262166989,0.07459188250318867,,,,,
hotel_70,mape,0.16453156051306186,0.264936954149954,0.2164294684587803,0.1810223939732417,,,,,
hotel_70,rmse,0.08358029623771338,0.1404154769878485,0.11801065641292631,0.09934325065446103,,,,,
hotel_77,mae,0.002560883755962842,0.0014812955059000754,0.005275033614770956,0.0030907442406861094,,,,,
hotel_77,mape,1.8130718954248368,1.0810457516339869,2.7436547210567377,1.8539312399388779,,,,,
hotel_77,rmse,0.004451043965719795,0.002794636627535904,0.00688224491332587,0.004908312920121716,,,,,
hotel_84,mae,0.15165595650024716,0.15748887790410282,0.14139363924469425,0.13423770580488906,,,,,
hotel_84,mape,0.2564336871028981,0.22924480200462538,0.20467176432577197,0.1963893273594169,,,,,
hotel_84,rmse,0.200608928193706,0.1960309810477694,0.1715509973313001,0.16477529388537107,,,,,
hotel_91,mae,0.1595505617977528,0.19357945425361156,0.1427416530406482,0.15093557377541195,,,,,
hotel_91,mape,0.2287863419326113,0.2525896849766711,0.1991419876155002,0.20534054774384383,,,,,
hotel_91,rmse,0.22121261046147234,0.24776673069936608,0.19231867848097578,0.18438273969502686,,,,,
hotel_98,mae,0.1846774193548387,0.1476958525345622,0.15439095696346547,0.11302399359000206,,,,,
hotel_98,mape,1.0856597206679584,0.6983018434199327,0.7414850622154509,0.5410606666177974,,,,,
hotel_98,rmse,0.21722502220517334,0.2049085479117064,0.18915448480096714,0.15005568227238658,,,,,
hotel_0,mae,,,,,0.13762305269586136,0.12761400080299537,,,
hotel_0,mape,,,,,0.24064703605498713,0.22375755332502378,,,
hotel_0,rmse,,,,,0.18549252740952052,0.17422296117812774,,,
hotel_105,mae,,,,,0.10250020921498083,0.09936380664764005,,,
hotel_105,mape,,,,,0.1206543052673505,0.11677041748073029,,,
hotel_105,rmse,,,,,0.13042035607767707,0.12622921677138046,,,
hotel_112,mae,,,,,0.10760489565985544,0.10728224806331904,,,
hotel_112,mape,,,,,0.12604279741737073,0.1256244721699742,,,
hotel_112,rmse,,,,,0.131622466718732,0.13133573630605277,,,
hotel_126,mae,,,,,0.06617330080009552,0.06098858831287639,,,
hotel_126,mape,,,,,0.07036352671911514,0.06556467372475133,,,
hotel_126,rmse,,,,,0.08791000083721753,0.07726849083218171,,,
hotel_133,mae,,,,,0.09779317714012199,0.09836792767371229,,,
hotel_133,mape,,,,,0.12732227018893072,0.1282043737907371,,,
hotel_133,rmse,,,,,0.13144368119116678,0.13498219902022038,,,
hotel_14,mae,,,,,0.09640455158412296,0.08932416049736824,,,
hotel_14,mape,,,,,0.15542094555002825,0.14433973103438294,,,
hotel_14,rmse,,,,,0.12156171797133196,0.11333156053299044,,,
hotel_21,mae,,,,,0.04345043235354953,0.043898486999700746,,,
hotel_21,mape,,,,,0.04529585412958232,0.045795211292893864,,,
hotel_21,rmse,,,,,0.05495504728212026,0.056365858087790155,,,
hotel_28,mae,,,,,0.04724071605535106,0.013875866164445024,,,
hotel_28,mape,,,,,0.8037941082805925,0.5979524473716604,,,
hotel_28,rmse,,,,,0.11031817009573643,0.06313130906263884,,,
hotel_35,mae,,,,,0.09751401330743517,0.09150498303028563,,,
hotel_35,mape,,,,,0.14581227539973599,0.13973572133821197,,,
hotel_35,rmse,,,,,0.12075314354903317,0.11880829572850142,,,
hotel_42,mae,,,,,0.19185598158746733,0.18451929967492678,,,
hotel_42,mape,,,,,0.37133141641856693,0.3765373255042094,,,
hotel_42,rmse,,,,,0.22543559446201716,0.22124805139957665,,,
hotel_49,mae,,,,,0.09805094627611205,0.09360205239309917,,,
hotel_49,mape,,,,,0.14325059278466504,0.13573366011463095,,,
hotel_49,rmse,,,,,0.1180997786134869,0.11175779429396838,,,
hotel_56,mae,,,,,0.05912835947104862,0.0658715605775184,,,
hotel_56,mape,,,,,0.06699883811829489,0.0743352548715357,,,
hotel_56,rmse,,,,,0.08802170960256334,0.09941882517376002,,,
hotel_63,mae,,,,,0.13272777422742238,0.1373580344388556,,,
hotel_63,mape,,,,,0.2095083603815601,0.2123164613903298,,,
hotel_63,rmse,,,,,0.1664691316010566,0.17045714270468712,,,
hotel_7,mae,,,,,0.150600208209636,0.17093720253542571,,,
hotel_7,mape,,,,,0.3904003768614999,0.44360452884080126,,,
hotel_7,rmse,,,,,0.1898541009936672,0.20782842141204522,,,
hotel_70,mae,,,,,0.10059003635755458,0.08526562319161192,,,
hotel_70,mape,,,,,0.23465800339710605,0.206842118442792,,,
hotel_70,rmse,,,,,0.12844695809456974,0.11041950748820845,,,
hotel_77,mae,,,,,0.01189900435257043,0.008724425565436664,,,
hotel_77,mape,,,,,8.012109116896472,3.6441878693266543,,,
hotel_77,rmse,,,,,0.01835558112308536,0.014218742129472255,,,
hotel_84,mae,,,,,0.11327059478584164,0.12338467852294406,,,
hotel_84,mape,,,,,0.16367609026584265,0.1881457137781656,,,
hotel_84,rmse,,,,,0.13980676632241573,0.15047723894240364,,,
hotel_91,mae,,,,,0.14662432843284087,0.15137043201083056,,,
hotel_91,mape,,,,,0.19485859402683095,0.2000812227040939,,,
hotel_91,rmse,,,,,0.18062269196599065,0.18973795087217765,,,
hotel_98,mae,,,,,0.14308727967471296,0.1440165384176997,,,
hotel_98,mape,,,,,0.7857106037135143,0.8379096432303359,,,
hotel_98,rmse,,,,,0.17185473101007884,0.16986179387671071,,,
hotel_0,mae,,,,,,,0.15620098845142957,0.1387685221076222,
hotel_0,mape,,,,,,,0.2757956571748809,0.23907067756721015,
hotel_0,rmse,,,,,,,0.2058979763295416,0.1882848218314776,
hotel_105,mae,,,,,,,0.09235430415267894,0.10351442214827868,
hotel_105,mape,,,,,,,0.10873791119623866,0.11897672897630263,
hotel_105,rmse,,,,,,,0.1130173765456918,0.13152615096132697,
hotel_112,mae,,,,,,,0.09345397966248649,0.09605071340288435,
hotel_112,mape,,,,,,,0.11378804894005472,0.11911266662028473,
hotel_112,rmse,,,,,,,0.11201371516783389,0.1163033430146921,
hotel_126,mae,,,,,,,0.04127942175097132,0.0416628966666652,
hotel_126,mape,,,,,,,0.04650558407812185,0.04668880042415845,
hotel_126,rmse,,,,,,,0.06633390718877012,0.064921714875521,
hotel_133,mae,,,,,,,0.09497814191727784,0.09170810337368164,
hotel_133,mape,,,,,,,0.12462077816626861,0.12094985820247318,
hotel_133,rmse,,,,,,,0.12696084667655377,0.12601627935356233,
hotel_14,mae,,,,,,,0.12423616635269233,0.10748117623946096,
hotel_14,mape,,,,,,,0.19229009492145807,0.1670514510538051,
hotel_14,rmse,,,,,,,0.15631008961525203,0.13925760820602343,
hotel_21,mae,,,,,,,0.030822448061887543,0.029957336581573277,
hotel_21,mape,,,,,,,0.03351379129802275,0.032779266587945916,
hotel_21,rmse,,,,,,,0.046230119202616805,0.04654974009448216,
hotel_28,mae,,,,,,,0.011540881815821021,0.010806673729814411,
hotel_28,mape,,,,,,,1.2800970978932837,1.103230716309778,
hotel_28,rmse,,,,,,,0.0636442268016574,0.06343624407331495,
hotel_35,mae,,,,,,,0.11672010464327676,0.11440850347280503,
hotel_35,mape,,,,,,,0.1720034565548795,0.16565792506798618,
hotel_35,rmse,,,,,,,0.14839245870578746,0.14507024828325893,
hotel_42,mae,,,,,,,0.2138092655574331,0.19701143082095546,
hotel_42,mape,,,,,,,0.4519561611610897,0.3824573240145423,
hotel_42,rmse,,,,,,,0.26000154233628603,0.23437600341908002,
hotel_49,mae,,,,,,,0.08382959847738798,0.08918297820662381,
hotel_49,mape,,,,,,,0.1259396899002522,0.13100419753021553,
hotel_49,rmse,,,,,,,0.11079180313443221,0.11400802360892257,
hotel_56,mae,,,,,,,0.05001689431213197,0.05107559536184584,
hotel_56,mape,,,,,,,0.05852966114797645,0.05919117513103021,
hotel_56,rmse,,,,,,,0.07454975663165742,0.07839757651720115,
hotel_63,mae,,,,,,,0.1584210056908547,0.13525365653681376,
hotel_63,mape,,,,,,,0.21491047656723516,0.21103585012110754,
hotel_63,rmse,,,,,,,0.20477958045776085,0.16748133351102643,
hotel_7,mae,,,,,,,0.17095379582903117,0.12651632662191675,
hotel_7,mape,,,,,,,0.3775191468699326,0.2911579758909904,
hotel_7,rmse,,,,,,,0.20849132057004777,0.16322925792249302,
hotel_70,mae,,,,,,,0.10939906644343135,0.11184687801732456,
hotel_70,mape,,,,,,,0.27929877991344815,0.295160647745512,
hotel_70,rmse,,,,,,,0.13533734020927454,0.13533112216869908,
hotel_77,mae,,,,,,,0.003230418844516556,0.002906344478388492,
hotel_77,mape,,,,,,,2.021137101376837,1.902138342211644,
hotel_77,rmse,,,,,,,0.0038913950291523665,0.003894663249434695,
hotel_84,mae,,,,,,,0.15632038412415858,0.13236268832432535,
hotel_84,mape,,,,,,,0.21129914405533468,0.23030975919960375,
hotel_84,rmse,,,,,,,0.20192267400031527,0.1764262057111412,
hotel_91,mae,,,,,,,0.14708582640268256,0.14555277141531628,
hotel_91,mape,,,,,,,0.20541840985691118,0.21192201695513452,
hotel_91,rmse,,,,,,,0.19265657591605187,0.18615539956187108,
hotel_98,mae,,,,,,,0.12820395669011478,0.14177412273285026,
hotel_98,mape,,,,,,,0.5770260564837837,0.7552217166325033,
hotel_98,rmse,,,,,,,0.17146902455574692,0.17824088464032992,
hotel_0,mae,,,,,,,,,0.1552317570546737
hotel_0,mape,,,,,,,,,0.27451205477060864
hotel_0,rmse,,,,,,,,,0.2022160393885977
hotel_105,mae,,,,,,,,,0.0876995240902965
hotel_105,mape,,,,,,,,,0.10978164983976553
hotel_105,rmse,,,,,,,,,0.10842087055040935
hotel_112,mae,,,,,,,,,0.08867745535714286
hotel_112,mape,,,,,,,,,0.10872419106415675
hotel_112,rmse,,,,,,,,,0.10512698843960905
hotel_126,mae,,,,,,,,,0.039112967771770056
hotel_126,mape,,,,,,,,,0.045200924836777595
hotel_126,rmse,,,,,,,,,0.06431445803982988
hotel_133,mae,,,,,,,,,0.08728867827868853
hotel_133,mape,,,,,,,,,0.11146305288499626
hotel_133,rmse,,,,,,,,,0.11122227252942271
hotel_14,mae,,,,,,,,,0.08839706873315364
hotel_14,mape,,,,,,,,,0.13777888177145162
hotel_14,rmse,,,,,,,,,0.11387479632109117
hotel_21,mae,,,,,,,,,0.029877645502645496
hotel_21,mape,,,,,,,,,0.03296829615086481
hotel_21,rmse,,,,,,,,,0.048581394869064556
hotel_28,mae,,,,,,,,,0.013817676362537203
hotel_28,mape,,,,,,,,,1.375647265290561
hotel_28,rmse,,,,,,,,,0.06407980432014308
hotel_35,mae,,,,,,,,,0.17280970982142857
hotel_35,mape,,,,,,,,,0.22983954317369093
hotel_35,rmse,,,,,,,,,0.20872534065365644
hotel_42,mae,,,,,,,,,0.20055108850853096
hotel_42,mape,,,,,,,,,0.4047864481247051
hotel_42,rmse,,,,,,,,,0.2306367620385909
hotel_49,mae,,,,,,,,,0.08391151356830942
hotel_49,mape,,,,,,,,,0.12521192930119454
hotel_49,rmse,,,,,,,,,0.11108054325902517
hotel_56,mae,,,,,,,,,0.05372023809523809
hotel_56,mape,,,,,,,,,0.06506946159122132
hotel_56,rmse,,,,,,,,,0.08843496831763872
hotel_63,mae,,,,,,,,,0.1304625496031746
hotel_63,mape,,,,,,,,,0.2063522992992169
hotel_63,rmse,,,,,,,,,0.16452935877977412
hotel_7,mae,,,,,,,,,0.1198202197969986
hotel_7,mape,,,,,,,,,0.2914024080005998
hotel_7,rmse,,,,,,,,,0.14319066815756917
hotel_70,mae,,,,,,,,,0.08204042821898497
hotel_70,mape,,,,,,,,,0.18958191639587707
hotel_70,rmse,,,,,,,,,0.10572163935687337
hotel_77,mae,,,,,,,,,0.002021416808020819
hotel_77,mape,,,,,,,,,1.3742299668716662
hotel_77,rmse,,,,,,,,,0.002968501719440054
hotel_84,mae,,,,,,,,,0.12819827839223924
hotel_84,mape,,,,,,,,,0.19789746349783893
hotel_84,rmse,,,,,,,,,0.16463572310913574
hotel_91,mae,,,,,,,,,0.13954686245987158
hotel_91,mape,,,,,,,,,0.19164412786888568
hotel_91,rmse,,,,,,,,,0.1741172588844133
hotel_98,mae,,,,,,,,,0.11085728236607142
hotel_98,mape,,,,,,,,,0.4349100224449366
hotel_98,rmse,,,,,,,,,0.15601069012675878
